trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.5, 'e': 0.9742332955146219}",25,6,-71.06009490882542,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.9739392669282393}",25,0,-102.8845212970161,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.9736435923847273}",30,0,-108.40965311068857,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.973346272383776}",20,0,-146.02445844239372,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9730473074278561}",25,0,-93.42818301568175,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.9727466980222181}",25,0,-109.9057621641204,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.972444444674892}",25,0,-69.63673995138502,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9721405478966859}",30,0,-196.72352830959503,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",0
183,False,"{'a': 0.5, 'e': 0.9718350082011852}",25,0,-142.38162180836645,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.971527826104752}",25,0,-121.74761790187135,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.9712190021265239}",25,0,-65.67284444857063,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9709085367884133}",25,0,-97.13751976736809,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9705964306151066}",20,0,-128.35891039835272,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9702826841340633}",20,0,-123.31846203747926,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9699672978755146}",20,0,-48.23835549258368,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9696502723724634}",25,0,-165.25762086732652,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.9693316081606828}",25,0,-187.64195040890414,"{0: 14, 1: 1, 2: 4, 3: 4, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.969011305778715}",20,0,-115.74222060033757,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.968689365767871}",20,0,-69.15227470902443,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.9683657886722294}",25,0,-143.13263786796534,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.9680405750386356}",20,0,-122.77613571069524,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9677137254167003}",20,4,-113.13651400168388,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
197,False,"{'a': 0.5, 'e': 0.9673852403587994}",25,0,-65.1029936749439,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9670551204200725}",35,0,-120.24117619195871,"{0: 21, 1: 4, 2: 9, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9667233661584221}",20,0,-74.32035380096372,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9663899781345132}",20,0,-91.03012263415351,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9660549569117712}",20,0,-47.49413478467595,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.965718303056382}",20,0,-183.78178075670274,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
203,False,"{'a': 0.5, 'e': 0.9653800171372904}",20,0,-111.04708143398283,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.9650400997261996}",20,0,-55.84355538672116,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.96469855139757}",20,0,-49.747436073509874,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9643553727286182}",20,0,-144.68266393157347,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.9640105642993159}",20,0,-146.31970259326033,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.9636641266923894}",20,0,-55.76502516849076,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.9633160604933182}",20,0,-109.09885072787645,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.962966366290334}",25,0,-69.44500088543795,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.96261504467442}",30,7,-23.07920854806501,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.9622620962393096}",30,0,-221.79366402422738,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
213,False,"{'a': 0.5, 'e': 0.9619075215814856}",25,0,-91.33869025366721,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.961551321300179}",30,0,-143.98372879668432,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9611934959973684}",20,0,-103.22462491248382,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.9608340462777781}",30,8,1.2417046521138622,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.9604729727488784}",25,0,-97.33049862274042,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9601102760208834}",30,0,-130.12319489863182,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.9597459567067504}",30,12,11.903289256682703,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.9593800154221791}",20,0,-59.24060627685854,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9590124527856099}",30,0,-104.89825860619808,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.9586432694182239}",25,0,-121.57671514344989,"{0: 12, 1: 1, 2: 10, 3: 2, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.9582724659439407}",25,0,-74.91736681732571,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.957900042989418}",30,0,-34.928899066920444,"{0: 21, 1: 7, 2: 2, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.9575260011840507}",20,0,-166.49609203002925,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.9571503411599694}",20,0,-50.425751887231726,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.9567730635520393}",20,0,-174.67032241782834,"{0: 8, 1: 5, 2: 2, 3: 3, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9563941689978595}",20,6,-21.348442838921045,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.9560136581377617}",20,0,-101.30285306974284,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.9556315316148093}",25,0,-91.82525353078793,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.9552477900747958}",20,0,-118.41314276705855,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.9548624341662444}",20,0,-187.22611020541967,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.9544754645404067}",20,0,-73.974602184765,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.9540868818512609}",35,0,-160.00702197380986,"{0: 19, 1: 3, 2: 11, 3: 1, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.953696686755512}",30,0,-142.11374524614595,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
236,False,"{'a': 0.5, 'e': 0.9533048799125894}",30,0,-102.13176632990438,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.9529114619846466}",20,0,-120.22150540645868,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.9525164336365599}",25,0,-133.36124267010518,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
239,False,"{'a': 0.5, 'e': 0.9521197955359271}",20,0,-97.82881873785973,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,11,-20.5967840651718,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.9513216927610155}",20,0,-143.87979770539116,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.9509202294355303}",20,15,-6.228035737410119,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.9505171590550836}",20,1,-128.37061172257233,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 2}",1
244,False,"{'a': 0.5, 'e': 0.9501124823008644}",20,0,-86.63122322010588,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.9497061998567763}",25,0,-124.57261722231094,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9492983124094364}",30,0,-95.31783069155424,"{0: 17, 1: 3, 2: 10, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.9488888206481745}",20,0,-165.98339757996985,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.9484777252650315}",25,0,-158.2908537555406,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.9480650269547586}",35,0,-149.25883649934204,"{0: 24, 1: 5, 2: 3, 3: 0, 4: 3}",0
250,False,"{'a': 0.5, 'e': 0.9476507264148157}",35,0,-233.66768854114787,"{0: 20, 1: 4, 2: 4, 3: 4, 4: 3}",0
251,False,"{'a': 0.5, 'e': 0.9472348243453708}",20,0,-108.31996633207562,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9468173214492982}",20,0,-26.392104970116478,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.9463982184321776}",20,0,-131.35695479833456,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9459775160022933}",20,0,-31.38971364616299,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.945555214870632}",25,0,-83.78054080471433,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9451313157508826}",30,0,-209.68232193555957,"{0: 18, 1: 2, 2: 3, 3: 4, 4: 3}",0
257,False,"{'a': 0.5, 'e': 0.9447058193594344}",30,0,-126.62371358259712,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9442787264153766}",20,0,-25.135139833105587,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.9438500376404957}",20,0,-28.653468709577464,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.9434197537592759}",20,0,-69.8794681450287,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.9429878754988968}",30,1,-39.37819061620037,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.9425544035892326}",20,0,-113.29077281851525,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.9421193387628506}",25,0,-161.31257263125218,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
264,False,"{'a': 0.5, 'e': 0.9416826817550104}",25,0,-53.8465993345674,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.941244433303662}",35,0,-201.55001841452338,"{0: 20, 1: 3, 2: 9, 3: 0, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.9408045941494454}",25,0,-49.239103624412664,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.9403631650356887}",20,0,-111.84864608505363,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.9399201467084068}",20,0,-95.78102586080917,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.9394755399163007}",35,16,-19.92243942236503,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.9390293454107558}",25,0,-152.53090172094784,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.9385815639458406}",20,0,-39.37773471287057,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9381321962783058}",25,0,-112.24533676122036,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.9376812431675825}",20,0,-94.18419997486221,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.9372287053757814}",25,0,-141.19170945612768,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.9367745836676913}",30,7,-77.50286477595233,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.9363188788107778}",20,0,-146.37923377779495,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.935861591575182}",20,0,-100.38291399633452,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.935402722733719}",25,0,-203.02755389824023,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
279,False,"{'a': 0.5, 'e': 0.9349422730618774}",20,0,-55.87025606073816,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.9344802433378168}",20,0,-131.64544121737066,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.9340166343423674}",20,0,-56.67809534609749,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.9335514468590281}",20,0,-44.98786891270603,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.933084681673966}",25,0,-100.92523069782358,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9326163395760139}",35,21,-1.681025491197755,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.9321464213566698}",20,0,-67.25431859843997,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.9316749278100955}",25,0,-99.31872175244993,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.931201859733115}",20,0,-73.78555993454904,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9307272179252132}",20,0,-179.1858291061367,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.9302510031885346}",20,0,-69.16012724673087,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.929773216327882}",30,0,-139.47503952973364,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.9292938581507151}",20,2,-48.44219154517363,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.9288129294671491}",25,0,-46.374287848961686,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.9283304310899534}",20,0,-120.36679621972323,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9278463638345501}",25,0,-107.90612072181918,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.9273607285190127}",25,0,-178.26552038674998,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
296,False,"{'a': 0.5, 'e': 0.9268735259640649}",20,0,-53.137658968961354,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.9263847569930788}",25,0,-136.96428520025435,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.9258944224320739}",20,0,-126.59459654384023,"{0: 9, 1: 2, 2: 5, 3: 4, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.9254025231097154}",25,0,-107.59977213476554,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.9249090598573131}",25,0,-106.64556230278548,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.9244140335088198}",25,0,-192.71135532765138,"{0: 12, 1: 2, 2: 6, 3: 3, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.9239174449008298}",20,0,-85.32043874168527,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.9234192948725779}",25,0,-144.68037822999486,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.9229195842659375}",25,0,-219.77115430845606,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
305,False,"{'a': 0.5, 'e': 0.9224183139254193}",30,0,-124.01692321447685,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.9219154846981701}",25,0,-92.89972997050394,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9214110974339712}",20,0,-165.15020283255436,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.9209051529852369}",25,0,-130.82906337563105,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.9203976522070132}",20,0,-103.2497957312869,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9198885959569765}",20,0,-79.48114002180154,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.9193779850954314}",20,10,-56.5496131102691,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.9188658204853104}",20,0,-54.235289573908474,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9183521029921715}",20,0,-85.74227595176997,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.9178368334841971}",20,0,-102.45721052457418,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.9173200128321926}",30,1,-40.88350028070272,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.9168016419095846}",20,0,-115.97231810183499,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.91628172159242}",30,0,-177.98928320771844,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
318,False,"{'a': 0.5, 'e': 0.9157602527593641}",20,0,-79.40330016462626,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.915237236291699}",25,9,-109.40683781406567,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.9147126730733223}",30,0,-135.5661624619984,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
321,False,"{'a': 0.5, 'e': 0.9141865639907458}",25,0,-83.43381111683587,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.913658909933094}",25,0,-107.36537135013977,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.9131297117921016}",20,0,-164.39947102733856,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.9125989704621137}",20,0,-136.10985434172488,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.9120666868400829}",25,0,-90.86749700944696,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.9115328618255684}",35,0,-121.54364795604822,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.9109974963207345}",25,0,-96.91149749521493,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.9104605912303484}",25,18,-5.466230160832915,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.90992214746178}",25,0,-110.06020945256672,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.9093821659249989}",25,0,-107.12883777134194,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.9088406475325739}",20,0,-59.61305697219839,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.9082975931996707}",30,12,-124.37216884692415,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 2}",1
333,False,"{'a': 0.5, 'e': 0.9077530038440513}",25,0,-133.6736855061661,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
334,False,"{'a': 0.5, 'e': 0.9072068803860716}",25,0,-79.56676596676228,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.9066592237486798}",20,0,-118.06374733575481,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
336,False,"{'a': 0.5, 'e': 0.9061100348574157}",20,0,-71.4326019967888,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.9055593146404083}",30,9,-101.06617818901279,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.9050070640283747}",20,0,-122.39189656996834,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.9044532839546183}",20,1,-70.02881680697605,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.9038979753550274}",20,0,-105.87469920678308,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9033411391680731}",25,0,-40.13674359179115,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.9027827763348087}",20,3,-109.89384769348476,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
343,False,"{'a': 0.5, 'e': 0.9022228877988672}",20,0,-83.81450089048678,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.90166147450646}",20,0,-66.6573105830996,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.9010985374063755}",30,16,-25.707844211591944,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.9005340774499773}",20,0,8.322774450649497,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.8999680955912024}",20,0,-104.44828490008324,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.8994005927865603}",20,0,-73.23147384406148,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.8988315699951304}",20,0,-128.93948498447637,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.8982610281785611}",20,0,-161.80855263942928,"{0: 8, 1: 2, 2: 6, 3: 3, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.897688968301068}",25,0,-137.21552185439552,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
352,False,"{'a': 0.5, 'e': 0.8971153913294322}",20,0,5.421175322273111,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.8965402982329985}",20,0,-162.11919952263239,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.8959636899836741}",30,0,-154.41783315551214,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.895385567555927}",25,0,-103.2387406400959,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.8948059319267838}",30,6,-38.36920457972218,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
357,False,"{'a': 0.5, 'e': 0.8942247840758287}",20,0,-232.3231460256939,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 4}",0
358,False,"{'a': 0.5, 'e': 0.8936421249852012}",20,0,-51.722039874223555,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
