trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
26,False,"{'a': 0.5, 'e': 0.9178368334841971}",20,0,-82.31525589831139,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9114917345441071}",20,0,-106.05860849952353,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9049219666213144}",25,0,-115.12870856628606,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.898129149064651}",20,0,-93.39603611657358,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,-222.43590815641443,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
31,False,"{'a': 0.5, 'e': 0.8838811169242189}",25,0,-105.79606986270088,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.8764294142657537}",30,0,-241.6793896140387,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
33,False,"{'a': 0.5, 'e': 0.8687616849583882}",20,0,-64.41510039789866,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.8608798189818972}",30,0,-102.86041853929358,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.8527857590975187}",20,0,-45.78376832752558,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.844481500369093}",30,0,-263.9275291199006,"{0: 14, 1: 4, 2: 4, 3: 5, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.8359690896713088}",25,0,-176.42762624259558,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.8272506251851803}",25,13,-51.16638305027837,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
39,False,"{'a': 0.5, 'e': 0.8183282558808763}",20,0,-50.67232431324913,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.8092041809880324}",20,0,-35.8414077600173,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.7998806494536727}",20,2,-23.50379635834025,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.7903599593878795}",20,0,-90.860356739162,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.7806444574973436}",25,0,-101.99322934463589,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.7707365385069352}",20,0,-119.14593594797147,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.7606386445694423}",20,0,-51.25099451368857,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7503532646636147}",25,17,10.478647764551901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.7398829339806703}",20,0,-86.10775521593138,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.7292302332994068}",25,17,12.1299482360712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.71839778835008}",25,18,1.7527929382972238,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.7073882691671998}",20,0,-51.72463525832466,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6962043894314078}",25,0,-81.72690461914307,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.6848489058005954}",25,0,-68.02331252130699,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.6733246172304289}",30,0,-118.07947273929351,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",1
54,False,"{'a': 0.5, 'e': 0.6616343642844501}",35,0,-119.40551573510369,"{0: 26, 1: 3, 2: 2, 3: 2, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.6497810284339187}",20,14,7.475967594177766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.6377675313475745}",20,0,-95.54146827389248,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.625596834171489}",25,0,-102.03598856506052,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.6132719367991881}",20,0,-58.92449020087556,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.6007958771322235}",20,0,-17.09899126666491,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.588171730331375}",30,0,-9.693835752473635,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.575402608058671}",25,0,-62.08954765549153,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",1
62,False,"{'a': 0.5, 'e': 0.5624916577104094}",30,7,-17.21352843945994,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5494420616413724}",25,17,-44.989323511736615,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.5362570363804242}",20,0,-171.0573098641868,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.5229398318376847}",25,17,7.894539010876458,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5094937305034755}",25,12,-37.48540729101065,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.4959220466392364}",20,0,-83.95012609972676,"{0: 13, 1: 1, 2: 2, 3: 4, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.4822281254606082}",25,0,-10.928728689798787,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4684153423128892}",20,7,-51.926220304523355,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.4544871018390625}",20,0,-34.8750405734238,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.4404468371406029}",25,0,-28.622932152128154,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.4262980089312688}",20,14,-1.296229239492977,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4120441046840892}",20,4,-48.900703303713165,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.39768863777175356}",30,8,7.160634462761516,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.38323514660061825}",20,0,-23.064578864763256,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.3686871937385434}",20,0,-52.05060126151338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.3540483650367722}",25,0,1.9316261531800734,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.33932226874607413}",20,9,7.413601310832251,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.32451253462736473}",30,20,11.341965013313194,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.30962281305702444}",20,12,-14.650948862029319,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.294656774127135}",25,5,-21.420230748045665,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.2796181067408583}",20,0,16.781114696849674,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.2645105177031767}",25,2,17.696141786910434,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.24933773080722124}",30,17,11.505746530148954,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.23410348591641333}",30,0,28.643154135606835,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.21881153804264364}",25,5,-8.066071728521774,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.2034656564207196}",30,6,-35.86684890785104,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.18806962357930496}",20,8,23.75575169761758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.17262723440858363}",25,0,-59.37939328309635,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.15714229522487663}",20,2,-42.72660502782666,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.14161862283244164}",20,3,19.23206282584031,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.12606004358268943}",35,0,19.867120124808423,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.11047039243104517}",20,0,26.23019229980051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.09485351199168995}",25,10,22.789008996557282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.07921325159041351}",20,4,-14.929684218039931,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.06355346631581464}",20,4,-55.5991162754818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
97,False,"{'a': 0.5, 'e': 0.04787801606907915}",20,3,-15.248494957522421,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",25,8,24.205807417758486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,0,3.0193469845289536,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,14,10.007020618019205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,18,-9.25009898913023,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,3,40.67074493218945,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,0.32454894646553156,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,19,21.67166795291451,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,9,35.99058844573924,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,10.453686848686354,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,23.13682580924324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,6,22.72709709528542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,10,19.106304817131782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,8,28.145101569771736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,6,15.600568452410783,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,0,16.175951908649175,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,17,11.948373485298255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,12,14.610201820882956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,7,18.277089199938008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,0,-2.475877708467421,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
20,True,"{'a': 0, 'e': 0}",35,25,17.685175796225405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,2,19.784828621142495,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,0,34.98422624231676,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",20,10,18.635601196347764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",30,15,28.234035652137933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,16,17.850821438000363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,12,16.67775842167351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,14,10.240905647796684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,12,10.064782083112211,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,13,12.933593332456246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,3,29.9955494045852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,10,19.27749615588023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,0,21.692859002981123,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
33,True,"{'a': 0, 'e': 0}",20,6,25.18746087998128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,11,-19.371073315915396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
35,True,"{'a': 0, 'e': 0}",20,10,16.24404557106307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,16,23.967510821004865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,5,22.271015113838796,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,2,29.20727747202198,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",30,0,42.14036607997975,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,True,"{'a': 0, 'e': 0}",25,0,7.866958195270451,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",25,16,17.497127944083328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,15,18.3716600696237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,16,9.18915507036733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,11,22.449562270733242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,5,21.857128436243514,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",30,16,28.091104474471692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,3,23.52126260255649,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,0,30.058435703559653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,True,"{'a': 0, 'e': 0}",20,2,25.98986104120482,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,14,11.191094638421935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",30,17,17.62090662459841,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,14,10.572490015404627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,11,6.268224154814277,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",25,3,36.802470300287716,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",30,10,33.719676992377835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,0,30.765917865358936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,True,"{'a': 0, 'e': 0}",30,9,32.3744177791887,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",25,19,11.20053335046355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,12,25.86046186053878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",30,3,36.83321928016183,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,5,30.980780358170264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",35,27,10.545818221225112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,7,19.042615046317763,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",20,9,8.885849341674946,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,8,-18.757254815997705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
66,True,"{'a': 0, 'e': 0}",25,3,16.097665049156053,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",25,6,33.38774821232236,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",30,16,-43.09668674650137,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
69,True,"{'a': 0, 'e': 0}",25,19,9.993172641363921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,10,-17.79954614903472,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",20,0,-17.282485494995505,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
72,True,"{'a': 0, 'e': 0}",30,18,21.40061940397723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",30,20,13.063132983020965,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,4,25.293739409729152,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",25,6,26.645839643254046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",25,13,14.061740691693139,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",25,3,33.723170867967234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",20,12,16.224737029941885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",20,6,16.626681591848676,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,19,11.769555268985354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",20,3,24.892484860868127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,0,28.335192880894404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
83,True,"{'a': 0, 'e': 0}",20,0,30.19867568841706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,True,"{'a': 0, 'e': 0}",20,5,3.2688496090622103,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,12,16.786454286506814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",25,18,14.94046415827218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",20,3,26.184773624027635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",20,6,22.47477339128772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",25,10,24.00198137136427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,7,21.63261754335448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,14,21.758455237963677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,4,17.803189425782964,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",25,0,34.752045439192585,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,True,"{'a': 0, 'e': 0}",30,8,16.012568361870525,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",20,7,28.44170086239253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",25,14,7.6044796040330995,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",20,12,-7.668142692178348,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,8,20.149474625694147,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",25,0,3.804063811948467,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
