trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1226,False,"{'a': 0.5, 'e': 0.2832434030831933}",20,0,-20.597371071056077,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1227,False,"{'a': 0.5, 'e': 0.28223912470455925}",20,16,7.755336638472037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.2812345369328851}",25,0,-26.14774307799815,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1229,False,"{'a': 0.5, 'e': 0.2802296408694084}",20,8,-3.621413559553772,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1230,False,"{'a': 0.5, 'e': 0.2792244376157053}",30,22,14.749913703093839,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.2782189282736887}",20,6,-50.782532550000134,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1232,False,"{'a': 0.5, 'e': 0.2772131139456068}",20,6,-6.965188893617432,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.2762069957340422}",20,0,-65.77650039593621,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
1234,False,"{'a': 0.5, 'e': 0.27520057474191073}",25,16,-3.526609236064978,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.27419385207246}",25,18,-1.1700586010654552,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.27318682882926826}",25,13,12.621825971060256,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.2721795061162435}",25,14,11.857345480092157,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.27117188503762174}",35,13,-40.50963044015854,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
1239,False,"{'a': 0.5, 'e': 0.27016396669796644}",20,16,3.4674756603187946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.2691557522021662}",20,8,21.623666305727156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.26814724265543494}",20,12,14.699167763498316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.2671384391633098}",20,10,-13.918988657524716,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1243,False,"{'a': 0.5, 'e': 0.2661293428316502}",20,2,28.079412035925525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.2651199547666364}",25,6,21.914832858058173,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.2641102760747687}",25,14,-20.92781385629227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1246,False,"{'a': 0.5, 'e': 0.2631003078628658}",30,19,8.878441944599322,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.2620900512380639}",30,10,16.813770540002242,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.26107950730781526}",30,0,-86.06217411092257,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
1249,False,"{'a': 0.5, 'e': 0.26006867717988713}",30,0,12.402302442113672,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1250,False,"{'a': 0.5, 'e': 0.25905756196236074}",25,19,11.610926138284128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.25804616276362907}",35,14,14.269699825571365,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.25703448069239726}",20,0,17.93740883571418,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1253,False,"{'a': 0.5, 'e': 0.2560225168576801}",25,0,3.0347242005611106,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1254,False,"{'a': 0.5, 'e': 0.25501027236880147}",20,0,17.583239159746736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.2539977483353927}",20,10,14.41670706056762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.2529849458673916}",25,6,-24.65477624493342,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1257,False,"{'a': 0.5, 'e': 0.25197186607504135}",25,3,14.590524058474587,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.250958510068889}",20,2,5.915549474941163,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.24994487895978437}",35,20,-18.767682660852863,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.5, 'e': 0.24893097385887897}",25,12,1.5675169173490566,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.2479167958776248}",20,6,15.6421648748073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.24690234612777234}",25,14,15.66111109579168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.24588762572137068}",35,16,-56.08380203069504,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
1264,False,"{'a': 0.5, 'e': 0.24487263577076532}",20,8,-13.598155779697974,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.2438573773885973}",25,3,6.928480732731446,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.2428418516878019}",25,11,16.228697164460954,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.2418260597816074}",25,0,-106.63562594934879,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
1268,False,"{'a': 0.5, 'e': 0.24081000278353396}",20,2,35.074415074079695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.2397936818073923}",20,1,-35.789625305470814,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
1270,False,"{'a': 0.5, 'e': 0.2387770979672825}",20,7,-10.051018474799296,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.23776025237759282}",35,21,21.943919656478297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.23674314615299868}",20,6,-64.34584505389425,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
1273,False,"{'a': 0.5, 'e': 0.23572578040846054}",25,15,-16.370927709796938,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.23470815625922398}",30,22,12.842123204593001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.23369027482081767}",25,7,21.99758252320652,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.23267213720905228}",30,16,11.938482407371659,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.23165374454001933}",25,10,-1.0335686250670797,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.2306350979300899}",20,9,17.73657992613911,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.22961619849591355}",20,12,-5.749672122514873,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.22859704735441683}",20,12,4.216454325549404,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.22757764562280233}",20,14,10.12148131498711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.22655799441854726}",25,13,15.52924374935576,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.22553809485940263}",25,5,29.08234261420923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.22451794806339093}",25,17,9.570483830225651,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.22349755514880637}",20,0,31.022894337358437,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1286,False,"{'a': 0.5, 'e': 0.22247691723421276}",20,8,18.798723088148808,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.22145603543844247}",20,16,8.281010074137606,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.22043491088059522}",20,0,-8.904344065434376,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1289,False,"{'a': 0.5, 'e': 0.2194135446800368}",20,11,-44.92899752312464,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1290,False,"{'a': 0.5, 'e': 0.21839193795639794}",20,10,-29.113975647810513,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1291,False,"{'a': 0.5, 'e': 0.21737009182957306}",30,9,36.099244497726914,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.5, 'e': 0.21634800741971896}",20,3,23.747443427740382,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.5, 'e': 0.21532568584725365}",25,11,3.945918278781595,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.21430312823285536}",30,18,16.458838787966783,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.2132803356974604}",35,22,5.969808559534606,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.2122573093622633}",25,9,14.556399668227543,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.21123405034871462}",25,9,-47.478143583029386,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1298,False,"{'a': 0.5, 'e': 0.21021055977852}",20,15,11.104847234540951,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.2091868387736389}",20,15,0.2337102823602828,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.2081628884562834}",20,16,7.713964343666182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.20713870994891695}",20,7,10.780636929879812,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.20611430437425313}",25,0,4.541693648387951,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1303,False,"{'a': 0.5, 'e': 0.20508967285525448}",25,0,35.1903674609441,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1304,False,"{'a': 0.5, 'e': 0.2040648165151312}",20,10,-31.840146757613354,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1305,False,"{'a': 0.5, 'e': 0.2030397364773401}",20,14,11.838843243507826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.20201443386558265}",25,16,8.457304213646086,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.20098890980380488}",20,15,11.13463652389599,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.1999631654161954}",25,6,29.689402482905624,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.19893720182718438}",25,0,-2.804729397061378,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1310,False,"{'a': 0.5, 'e': 0.19791102016144219}",30,11,9.720432283911913,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.1968846215438783}",35,16,-18.755862123615795,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1312,False,"{'a': 0.5, 'e': 0.19585800709964005}",20,6,26.57144009506721,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.19483117795411128}",25,13,21.227514505097613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.1938041352329113}",20,0,-8.069445983024314,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1315,False,"{'a': 0.5, 'e': 0.19277688006189345}",20,3,8.36924169970014,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.19174941356714417}",25,13,22.149449432399532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.190721736874981}",25,2,13.570252613686073,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.18969385111195247}",20,6,15.918007023997312,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.1886657574048361}",25,14,-1.4152732264441625,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.18763745688063738}",20,12,4.288032628657692,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.18660895066658845}",25,17,18.953082521540697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.18558023989014702}",30,16,19.072135435701114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.184551325678995}",25,1,-28.92120670781861,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
1324,False,"{'a': 0.5, 'e': 0.18352220916103726}",25,15,3.265724310209266,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.18249289146440054}",20,8,-26.21440955816961,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1326,False,"{'a': 0.5, 'e': 0.181463373717432}",25,18,13.028041753714742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.18043365704869846}",30,11,20.95557471649301,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.179403742586984}",30,13,33.90588995018743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.1783736314612902}",20,11,16.559097451235864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.17734332480083415}",25,8,-16.247202884435534,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1331,False,"{'a': 0.5, 'e': 0.1763128237350471}",20,11,15.649205588096091,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.17528212939357352}",30,4,-4.059894268137313,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.1742512429062697}",20,4,-108.02012081453985,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 3}",1
1334,False,"{'a': 0.5, 'e': 0.1732201654032026}",25,16,6.561434500869176,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.17218889801464854}",35,13,-6.136599135520459,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1336,False,"{'a': 0.5, 'e': 0.17115744187109203}",30,24,11.405249026507747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.17012579810322445}",20,8,22.163770625977293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.1690939678419431}",20,0,0.46194082179009777,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1339,False,"{'a': 0.5, 'e': 0.1680619522183491}",20,8,22.95378169672314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.16702975236374737}",30,11,38.17856562299504,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.16599736940964452}",25,8,-2.045161156059251,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.16496480448774797}",20,0,37.344071579197326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.16393205872996458}",20,0,20.032771171395275,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1344,False,"{'a': 0.5, 'e': 0.16289913326839944}",20,11,13.807430153379224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.16186602923535465}",20,12,15.157322605748444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.160832747763328}",30,17,1.86765041653295,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.1597992899850119}",20,14,10.042094930626943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.1587656570332919}",20,11,-6.034680920669943,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'a': 0.5, 'e': 0.15773185004124587}",25,12,-50.66861736726708,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
1350,False,"{'a': 0.5, 'e': 0.15669787014214184}",20,6,13.67540193381883,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.15566371846943797}",20,0,22.291349569177623,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1352,False,"{'a': 0.5, 'e': 0.15462939615678054}",25,0,30.4978684327362,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1353,False,"{'a': 0.5, 'e': 0.15359490433800282}",30,24,12.859789563687134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.15256024414712402}",25,17,12.299831263918916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.15152541671834782}",25,15,11.287427488061809,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.15049042318606126}",20,2,-9.954986618583147,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.14945526468483347}",20,5,28.15317947321565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.14841994234941439}",30,18,22.13061043471847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.14738445731473357}",20,13,13.958447573880981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.1463488107158992}",20,16,5.532021650579557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.14531300368819577}",30,15,28.505875035855404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.14427703736708447}",35,17,32.3811862121814,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.14324091288820076}",30,15,-6.20099657976967,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.1422046313873535}",25,17,10.08225174085333,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.14116819400052372}",20,6,-11.556737957081266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1366,False,"{'a': 0.5, 'e': 0.1401316018638633}",20,3,4.263622002272818,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.13909485611369377}",25,16,17.241819821063526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.13805795788650504}",25,1,21.943708364267117,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.1370209083189542}",25,13,15.233332393474772,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.13598370854786415}",20,5,27.970081996807505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.13494635971022279}",25,13,23.83487309439015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.13390886294318072}",25,3,9.713444334445242,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.13287121938405128}",25,15,22.281573533668865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.13183343017030863}",30,18,24.59106839265005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.13079549643958654}",30,15,13.093133529990578,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.1297574193296772}",20,11,14.68092640756772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.12871919997852993}",35,23,16.792879664519475,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.5, 'e': 0.12768083952425008}",25,17,13.775866545717427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.12664233910509762}",25,3,41.19104538602987,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.1256036998594859}",20,5,2.380373291563905,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.12456492292598056}",20,13,14.737615332303877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.12352600944329832}",35,15,32.12580843072901,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.12248696055030495}",20,14,12.918365645702753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.12144777738601528}",20,12,16.830462696368006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.12040846108959119}",20,7,21.601271384878142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.11936901280034044}",25,0,-14.396306737234314,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1387,False,"{'a': 0.5, 'e': 0.11832943365771548}",25,8,-13.739310808233064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1388,False,"{'a': 0.5, 'e': 0.11728972480131224}",20,9,18.725771167508324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.1162498873708688}",30,15,31.573337810225222,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.11520992250626422}",20,0,-10.037351579460385,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1391,False,"{'a': 0.5, 'e': 0.11416983134751724}",20,10,17.42251397492401,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.11312961503478502}",25,15,19.497330928867868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.1120892747083622}",35,17,36.14370166530159,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.11104881150867865}",20,8,22.828518084289897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.1100082265762996}",25,12,19.472592878119197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.10896752105192352}",20,6,28.649404944239006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.10792669607638107}",35,13,43.780146152091234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.5, 'e': 0.10688575279063384}",20,6,27.414032632678254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.10584469233577314}",30,12,35.02791373826884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.1048035158530187}",20,16,7.584067613201622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.10376222448371743}",20,10,7.678565878200425,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.10272081936934223}",25,15,4.068397841680592,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.10167930165149063}",25,17,-6.301023124732547,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.10063767247188384}",20,10,16.933697063130513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.09959593297236462}",25,20,11.72215453120799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.09855408429489727}",25,6,31.409900880016504,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.0975121275815656}",25,11,15.055973853611968,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.09647006397457185}",20,12,15.583685000264628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
